Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code,DISP_TP6020,DISP_Q120,DISP_MED20
Route de Pauillac,3.0,33290,33290003,44.95436,-0.62917,E85,LE PIAN-MéDOC,0.9995238095238096,333220101,s,20560,26420
Route de Pauillac,4.0,33290,33290003,44.95436,-0.62917,GPLc,LE PIAN-MéDOC,0.9044473684210528,333220101,s,20560,26420
Route de Pauillac,5.0,33290,33290003,44.95436,-0.62917,E10,LE PIAN-MéDOC,1.815074626865672,333220101,s,20560,26420
Route de Pauillac,6.0,33290,33290003,44.95436,-0.62917,SP98,LE PIAN-MéDOC,1.9048349514563108,333220101,s,20560,26420
 Route de Saint-Cyr-en-Val,1.0,45650,45650001,47.87568,1.9348,Gazole,SAINT-JEAN-LE-BLANC,1.7664941176470588,452860103,s,19050,24880
 Route de Saint-Cyr-en-Val,5.0,45650,45650001,47.87568,1.9348,E10,SAINT-JEAN-LE-BLANC,1.8257027027027029,452860103,s,19050,24880
 Route de Saint-Cyr-en-Val,6.0,45650,45650001,47.87568,1.9348,SP98,SAINT-JEAN-LE-BLANC,1.8954428571428568,452860103,s,19050,24880
 Route de Strasbourg,1.0,69140,69140005,45.81737,4.89146,Gazole,RILLIEUX-LA-PAPE,1.7789492753623188,692860502,"12,4",16850,22590
 Route de Strasbourg,2.0,69140,69140005,45.81737,4.89146,SP95,RILLIEUX-LA-PAPE,1.8521341463414636,692860502,"12,4",16850,22590
 Route de Strasbourg,5.0,69140,69140005,45.81737,4.89146,E10,RILLIEUX-LA-PAPE,1.8609830508474576,692860502,"12,4",16850,22590
 Route de Strasbourg,6.0,69140,69140005,45.81737,4.89146,SP98,RILLIEUX-LA-PAPE,1.9240367647058825,692860502,"12,4",16850,22590
 Route de la Parcelle,1.0,40100,40100005,43.69283,-1.05422,Gazole,Dax,1.7699418604651165,400880105,"13,4",16410,21360
 Route de la Parcelle,3.0,40100,40100005,43.69283,-1.05422,E85,Dax,1.041,400880105,"13,4",16410,21360
 Route de la Parcelle,5.0,40100,40100005,43.69283,-1.05422,E10,Dax,1.8117960526315788,400880105,"13,4",16410,21360
 Route de la Parcelle,6.0,40100,40100005,43.69283,-1.05422,SP98,Dax,1.880521505376344,400880105,"13,4",16410,21360
