ID;Latitude;Longitude;CodePostal;Adresse;Ville;PrixNom;PrixID;PrixValeur,mean;Colonne1
1000001;4620114;519791;1000;596 AVENUE DE TREVOUX;SAINT-DENIS-L̬S-BOURG;Gazole;1;1439,979592;1,439979592
1000001;4620114;519791;1000;596 AVENUE DE TREVOUX;SAINT-DENIS-L̬S-BOURG;SP95;2;1531,708333;1,531708333
1000001;4620114;519791;1000;596 AVENUE DE TREVOUX;SAINT-DENIS-L̬S-BOURG;SP98;6;1575,042553;1,575042553
1000002;4621842;522767;1000;16 Avenue de Marboz;BOURG-EN-BRESSE;Gazole;1;1435,375;1,435375
1000002;4621842;522767;1000;16 Avenue de Marboz;BOURG-EN-BRESSE;SP95;2;1522,617647;1,522617647
1000002;4621842;522767;1000;16 Avenue de Marboz;BOURG-EN-BRESSE;SP98;6;1568,9375;1,5689375
1000004;4618800;524500;1000;20 Avenue du Mar̩chal Juin;Bourg-en-Bresse;Gazole;1;1557,5;1,5575
1000004;4618800;524500;1000;20 Avenue du Mar̩chal Juin;Bourg-en-Bresse;SP95;2;1620;1,62
1000004;4618800;524500;1000;20 Avenue du Mar̩chal Juin;Bourg-en-Bresse;GPLc;4;870;0,87
1000007;4620105;524891;1000;360 AVENUE DU CAPITAINE DHONNE;Bourg-en-Bresse;Gazole;1;1418,821429;1,418821429
1000007;4620105;524891;1000;360 AVENUE DU CAPITAINE DHONNE;Bourg-en-Bresse;SP95;2;1513,733333;1,513733333
1000007;4620105;524891;1000;360 AVENUE DU CAPITAINE DHONNE;Bourg-en-Bresse;E10;5;1480,666667;1,480666667
